gender,invoice_id,branch,city,customer_type,product_line,unit_price,quantity,tax_5%,calculated_tax
Male,670-71-7306,B,Mandalay,Normal,Sports and travel,44.63,6,13.389,13.389000000000003
Male,660-29-7083,C,Naypyitaw,Normal,Electronic accessories,55.87,10,27.935,27.935
Male,497-36-0989,A,Yangon,Normal,Fashion accessories,51.94,3,7.791,7.791
Male,291-59-1384,B,Mandalay,Normal,Electronic accessories,60.3,1,3.015,3.015
Male,896-34-0956,A,Yangon,Normal,Fashion accessories,21.32,1,1.066,1.066
Male,804-38-3935,A,Yangon,Member,Electronic accessories,93.78,3,14.067,14.067000000000002
Male,585-90-0249,A,Yangon,Member,Electronic accessories,73.26,1,3.663,3.6630000000000003
Male,843-73-4724,A,Yangon,Normal,Fashion accessories,74.1,1,3.705,3.705
Male,658-66-3967,C,Naypyitaw,Normal,Health and beauty,53.19,7,186.165,18.6165
Male,770-42-8960,B,Mandalay,Normal,Food and beverages,21.12,8,8.448,8.448
Male,234-36-2483,B,Mandalay,Normal,Health and beauty,57.59,6,17.277,17.277
Male,840-76-5966,A,Yangon,Member,Sports and travel,12.76,2,1.276,1.276
Male,176-78-1170,C,Naypyitaw,Member,Health and beauty,33.81,3,5.0715,5.0715
Male,361-59-0574,B,Mandalay,Member,Sports and travel,90.53,8,36.212,36.212
Male,631-34-1880,C,Naypyitaw,Member,Food and beverages,24.31,3,3.6465,3.6464999999999996
Male,852-82-2749,A,Yangon,Normal,Sports and travel,64.59,4,12.918,12.918000000000001
Male,873-14-6353,A,Yangon,Member,Food and beverages,24.82,7,8.687,8.687000000000001
Male,584-66-4073,C,Naypyitaw,Normal,Fashion accessories,56.5,1,2.825,2.825
Male,166-19-2553,A,Yangon,Member,Sports and travel,89.06,6,26.718,26.718000000000004
Male,737-88-5876,A,Yangon,Member,Home and lifestyle,23.29,4,4.658,4.658
Male,154-87-7367,C,Naypyitaw,Normal,Home and lifestyle,65.26,8,26.104,26.104000000000003
Male,885-56-0389,C,Naypyitaw,Member,Fashion accessories,52.35,1,2.6175,2.6175
Male,608-05-3804,B,Mandalay,Member,Electronic accessories,39.75,1,1.9875,1.9875
Male,311-13-6971,B,Mandalay,Member,Sports and travel,31.99,10,15.995,15.995
Male,460-93-5834,A,Yangon,Normal,Sports and travel,45.58,7,15.953,15.953000000000001
Male,325-89-4209,A,Yangon,Member,Food and beverages,87.9,1,4.395,4.3950000000000005
Male,880-46-5796,A,Yangon,Member,Sports and travel,76.92,10,38.46,38.46000000000001
Male,715-20-1673,B,Mandalay,Normal,Electronic accessories,28.38,5,7.095,7.095000000000001
Male,811-35-1094,B,Mandalay,Member,Electronic accessories,50.45,6,15.135,15.135000000000003
Male,699-88-1972,B,Mandalay,Normal,Health and beauty,99.16,8,39.664,39.664
Male,781-84-8059,C,Naypyitaw,Normal,Fashion accessories,60.74,7,21.259,21.259
Male,725-54-0677,C,Naypyitaw,Member,Health and beauty,85.6,7,29.96,29.959999999999997
Male,146-09-5432,A,Yangon,Member,Food and beverages,35.04,9,15.768,15.768
Male,509-10-0516,B,Mandalay,Normal,Home and lifestyle,45.97,4,9.194,9.194
Male,865-41-9075,A,Yangon,Normal,Food and beverages,11.53,7,4.0355,4.0355
Male,450-42-3339,C,Naypyitaw,Normal,Health and beauty,84.61,10,42.305,42.30500000000001
Male,522-57-8364,A,Yangon,Member,Fashion accessories,51.34,8,20.536,20.536
Male,722-13-2115,C,Naypyitaw,Member,Sports and travel,42.85,1,2.1425,2.1425
Male,777-67-2495,B,Mandalay,Normal,Home and lifestyle,68.97,3,10.3455,10.345500000000001
Male,321-49-7382,B,Mandalay,Member,Sports and travel,88.31,1,4.4155,4.415500000000001
Male,825-94-5922,B,Mandalay,Normal,Sports and travel,25.31,2,2.531,2.531
Male,641-62-7288,B,Mandalay,Normal,Home and lifestyle,99.92,6,29.976,29.976
Male,458-10-8612,C,Naypyitaw,Normal,Health and beauty,64.08,7,22.428,22.428
Male,235-06-8510,C,Naypyitaw,Member,Home and lifestyle,85.72,3,12.858,12.857999999999999
Male,720-72-2436,A,Yangon,Normal,Food and beverages,66.52,4,13.304,13.304
Male,702-83-5291,C,Naypyitaw,Member,Fashion accessories,99.82,9,44.919,44.919
Male,449-16-6770,A,Yangon,Normal,Health and beauty,50.79,5,12.6975,12.6975
Male,333-23-2632,A,Yangon,Member,Health and beauty,10.08,7,3.528,3.5280000000000005
Male,859-97-6048,C,Naypyitaw,Member,Electronic accessories,84.25,2,8.425,8.425
Male,676-10-2200,B,Mandalay,Member,Fashion accessories,53.78,1,2.689,2.689
Male,373-88-1424,C,Naypyitaw,Member,Home and lifestyle,35.81,5,8.9525,8.9525
Male,503-21-4385,B,Mandalay,Member,Health and beauty,39.91,3,5.9865,5.9864999999999995
Male,200-40-6154,B,Mandalay,Member,Home and lifestyle,65.91,6,19.773,19.773
Male,577-34-7579,C,Naypyitaw,Member,Food and beverages,50.49,9,227.205,22.7205
Male,430-02-3888,B,Mandalay,Normal,Electronic accessories,46.02,6,13.806,13.806000000000001
Male,256-58-3609,C,Naypyitaw,Member,Fashion accessories,91.98,1,4.599,4.599
Male,324-92-3863,A,Yangon,Member,Electronic accessories,20.89,2,2.089,2.089
Male,364-34-2972,C,Naypyitaw,Member,Electronic accessories,96.82,3,14.523,14.523
Male,794-42-3736,B,Mandalay,Normal,Food and beverages,33.33,2,3.333,3.333
Male,195-06-0432,A,Yangon,Member,Home and lifestyle,81.01,3,12.1515,12.151500000000002
Male,448-34-8700,B,Mandalay,Member,Home and lifestyle,36.91,7,12.9185,12.918500000000002
Male,452-04-8808,B,Mandalay,Normal,Electronic accessories,87.08,7,30.478,30.477999999999998
Male,531-56-4728,A,Yangon,Normal,Home and lifestyle,80.08,3,12.012,12.012
Male,744-82-9138,C,Naypyitaw,Normal,Fashion accessories,86.13,2,8.613,8.613
Male,883-69-1285,B,Mandalay,Member,Fashion accessories,49.92,2,4.992,4.992000000000001
Male,518-71-6847,B,Mandalay,Member,Food and beverages,26.6,6,7.98,7.980000000000001
Male,728-47-9078,C,Naypyitaw,Member,Food and beverages,59.59,4,11.918,11.918000000000001
Male,809-46-1866,A,Yangon,Normal,Health and beauty,58.15,4,11.63,11.63
Male,148-41-7930,C,Naypyitaw,Normal,Health and beauty,99.96,7,34.986,34.986
Male,189-40-5216,C,Naypyitaw,Normal,Electronic accessories,96.37,7,337.295,33.7295
Male,552-44-5977,B,Mandalay,Member,Health and beauty,62.0,8,24.8,24.8
Male,267-62-7380,C,Naypyitaw,Member,Electronic accessories,82.34,10,41.17,41.17000000000001
Male,430-53-4718,B,Mandalay,Member,Health and beauty,75.37,8,30.148,30.148000000000003
Male,745-74-0715,A,Yangon,Normal,Electronic accessories,58.03,2,5.803,5.803000000000001
Male,690-01-6631,B,Mandalay,Normal,Fashion accessories,17.49,10,8.745,8.745
Male,233-67-5758,C,Naypyitaw,Normal,Health and beauty,40.35,1,2.0175,2.0175
Male,727-02-1313,A,Yangon,Member,Food and beverages,31.84,1,1.592,1.592
Male,347-56-2442,A,Yangon,Normal,Home and lifestyle,65.82,1,3.291,3.291
